,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comments,ComplianceStatus,Outlier,ZipCode,Latitude,Longitude,Address,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,MainEnergy,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
2898,21822,2016,NonResidential,Distribution Center,CARE MEDICAL EQUIPMENT,2293900185,4,LAKE UNION,1912,1.0,1.0,28080,0,28080,"('Distribution Center', ' Office')",Distribution Center,25580.0,Office,2500.0,None,0.0,(),,28.29999924,31.79999924,67.90000153,73.59999847,794725.0,892651.125,0.0,150355.0938,513012.0,2817.130127,281713.0,0.0,18.54,0.66,False,,Compliant,,98103.0,47.65791,-122.34273999999999,4135 STONE WAY NORTH,28080.0,104,14040.0,0.0,False,False,0,0.0,0.6455214067759287,0.3544785932240712,0.0,(s),e,n,(o),(s)en(o),Electricity,0.1448690900139,13.701951106032702,2.919930560137709
2925,21879,2015,NonResidential,Senior Care Community,HEALTH AND REHAB OF NORTH SEATTLE,2426039037,5,NORTHWEST,1954,1.0,2.0,51298,0,51298,"('Senior Care Community',)",Senior Care Community,51298.0,None,0.0,None,0.0,(),81.0,122.8,127.6,213.0,218.2,6297279.0,6548040.0,0.0,605188.0,2064987.0,42323.0,4232292.0,0.0,239.17,4.49,False,,Compliant,,98133,47.72620398,-122.3564757,13333 GREENWOOD AVE N,51298.0,61,17099.333333333332,0.0,False,False,0,0.0,0.32791734334781736,0.6720826566521826,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.10466343487979721,15.694676326189995,5.477174596150773
2929,21883,2016,NonResidential,Worship Facility,SHORELINE,2426039065,5,NORTHWEST,1962,1.0,1.0,22047,0,22047,"('Parking', ' Worship Facility')",Worship Facility,22898.0,Parking,0.0,None,0.0,(),100.0,11.60000038,11.89999962,36.40000153,37.40000153,265775.0,272664.4063,0.0,77894.20313,265775.0,0.0,0.0,0.0,1.85,0.08,False,,Compliant,,98133.0,47.72558,-122.3578,102 N 132ND ST,22898.0,54,11023.5,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.14920894098361487,12.515997037029113,0.6151856390902335
2937,21893,2016,NonResidential,Warehouse,SOUTH PARK,2433700015,1,GREATER DUWAMISH,1979,1.0,1.0,31600,0,31600,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,31600.0,None,0.0,None,0.0,(),3.0,106.40000149999999,118.09999850000001,219.8000031,232.0,3363535.0,3731853.25,0.0,478694.5938,1633306.0,17302.29102,1730229.0,0.0,103.28,3.27,False,,Compliant,,98108.0,47.5213,-122.32182,9125 10TH AVE S,31600.0,37,15800.0,0.0,False,False,0,0.0,0.4855920928427978,0.5144079071572022,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.14293340247814032,15.132415518096924,4.637443746538387
2939,21894,2016,NonResidential,Warehouse,821 WEARHOUSE,2433700068,1,GREATER DUWAMISH,2007,1.0,1.0,35289,0,35289,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,35289.0,None,0.0,None,0.0,(),63.0,24.79999924,28.60000038,55.09999847,62.09999847,876425.0,1010737.813,0.0,143852.0,490823.0,3856.019775,385602.0,0.0,23.9,0.68,False,,Compliant,,98108.0,47.52024,-122.32137,821 SO BARTON ST,35289.0,9,17644.5,0.0,False,False,0,0.0,0.5600285249736144,0.4399714750263856,0.0,(s),e,n,(o),(s)en(o),Electricity,0.14122420049760157,13.826191130047196,3.173878458937465
2940,21896,2015,NonResidential,Non-Refrigerated Warehouse,PNP PROPERTIES BUILDING,2433700074,1,GREATER DUWAMISH,1981,1.0,1.0,28920,0,28920,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,30000.0,None,0.0,None,0.0,(),47.0,59.1,76.3,80.1,98.2,1773891.0,2289960.0,0.0,75767.0,258528.0,15154.0,1515363.0,0.0,82.28,2.81,False,,Compliant,,98108,47.51893997,-122.32105255,860 S CAMBRIDGE ST,30000.0,34,14460.0,0.0,False,False,0,0.0,0.14574063457112077,0.8542593654288793,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.14437521626310537,14.64404490812896,4.4101280647847565
2942,21897,2016,NonResidential,Warehouse,9243 10TH AVE S (ID21897),2433700075,1,GREATER DUWAMISH,1978,1.0,1.0,22176,0,22176,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,22176.0,None,0.0,None,0.0,(),60.0,33.20000076,33.70000076,47.79999924,49.29999924,736428.0,746905.625,0.0,40290.0,137469.0,5989.59082,598959.0,0.0,32.77,1.48,False,,Compliant,,98108.0,47.5193,-122.3213,9243 10TH AVE S,22176.0,38,11088.0,0.0,False,False,0,0.0,0.18666997995730744,0.8133300200426926,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.14909796993099042,13.523694117445464,3.489513462710723
2944,21898,2016,NonResidential,Warehouse,HALFON CANDY COMPANY,2433700076,1,GREATER DUWAMISH,1978,1.0,1.0,31300,0,31300,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,31300.0,None,0.0,None,0.0,(),89.0,11.60000038,12.69999981,26.89999962,28.10000038,362874.0,398438.5938,0.0,64745.89844,220913.0,1419.610107,141961.0,0.0,9.08,0.29,True,,Error - Correct Default Data,,98108.0,47.51968,-122.3212,9229 10TH AVENUE SOUTH,31300.0,38,15650.0,0.0,False,False,0,0.0,0.6087870720966506,0.3912129279033494,0.0,(s),e,n,(o),(s)en(o),Electricity,0.14308554179020838,12.895308671988744,2.206074192613202
2946,21902,2015,NonResidential,Non-Refrigerated Warehouse,MACMILLAN-PIPER/SOUTH PARK,2433700165,1,GREATER DUWAMISH,1979,1.0,1.0,22000,0,22000,"('Non-Refrigerated Warehouse', ' Parking')",Non-Refrigerated Warehouse,22000.0,Parking,0.0,None,0.0,(),11.0,33.2,33.2,104.3,104.3,731123.0,731092.0,0.0,214271.0,731123.0,0.0,0.0,0.0,5.1,0.09,True,,Compliant,,98108,47.51917763,-122.3196011,9228 10TH AVE S,22000.0,36,11000.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.1492496146809348,13.502294585806,1.62924053973028
2948,21904,2016,NonResidential,Small- and Mid-Sized Office,NORTHGATE EXEC CENTER A,2434900010,5,NORTH,1974,1.0,3.0,39927,0,39927,"('Office', ' Parking')",Office,39541.0,Parking,0.0,None,0.0,(),38.0,90.19999695,96.90000153,283.39999389999997,304.2999878,3568419.0,3832168.5,0.0,1045843.813,3568419.0,0.0,0.0,0.0,24.88,0.62,False,,Compliant,,98125.0,47.700790000000005,-122.32713999999999,115 NE 100TH STREET,39541.0,42,9981.75,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.09559210559103196,15.15894138892244,3.2140642678709788
2951,21905,2015,NonResidential,Other,SEATTLE ATHLETIC CLUB,2434900060,5,NORTH,1979,1.0,1.0,30610,0,30610,"('Office', ' Other - Recreation')",Other - Recreation,23320.0,Office,7290.0,None,0.0,(),,145.9,158.7,292.1,305.4,4467376.0,4857317.0,0.0,595916.0,2033349.0,24340.0,2434027.0,0.0,143.45,4.4,False,,Compliant,,98115,47.69883113,-122.3247376,333 NE 97TH ST,30610.0,36,15305.0,0.0,False,False,0,0.0,0.4551551067114118,0.5448448932885882,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.14344391174348897,15.395996785823597,4.965986542427374
2953,21907,2015,NonResidential,Medical Office,NORTH SEATTLE PROFESSIONAL CENTE,2434900090,5,NORTH,1980,1.0,2.0,26930,6350,20580,"('Medical Office',)",Medical Office,26930.0,None,0.0,None,0.0,(),62.0,39.4,39.4,123.8,123.8,1062153.0,1062109.0,0.0,311286.0,1062153.0,0.0,0.0,0.0,7.4,0.11,False,,Compliant,,98115,47.70007386,-122.3252445,9730 3RD AVE NE,26930.0,35,6860.0,0.2357965094689937,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.1162925393675227,13.875767112052092,2.0014800002101243
2955,21909,2016,NonResidential,Medical Office,311 NGT NORTHGATE MED,2434900130,5,NORTH,1968,1.0,2.0,38745,0,38745,"('Medical Office', ' Parking')",Medical Office,65069.0,Parking,0.0,None,0.0,(),76.0,44.40000153,47.20000076,119.0,122.90000149999999,2890378.0,3073612.0,0.0,659899.875,2251578.0,6388.0,638800.0,0.0,49.62,1.28,False,,Compliant,,98115.0,47.70087,-122.32378999999999,9800 4TH AVE NE,65069.0,48,12915.0,0.0,False,False,0,0.0,0.7789908447960786,0.22100915520392142,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10927165256397105,14.938363975205363,3.9043939782636548
2957,21913,2016,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),2436200935,4,NORTHEAST,1959,1.0,2.0,20296,0,20296,"('Self-Storage Facility',)",Self-Storage Facility,20296.0,None,0.0,None,0.0,(),,42.20000076,42.20000076,132.3999939,132.3999939,855665.0,855665.125,0.0,250781.0938,855665.0,0.0,0.0,0.0,5.97,0.29,False,,Compliant,,98105.0,47.66353,-122.29505,4640 UNION BAY PL NE,20296.0,57,6765.333333333333,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.12270531947421066,13.659634369469481,1.7867469274045107
2959,21916,2015,NonResidential,Mixed Use Property,UNION BAY PLAZA,2436201005,4,NORTHEAST,1945,1.0,2.0,22135,0,22135,"('Medical Office', ' Non-Refrigerated Warehouse', ' Office', ' Retail Store')",Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,(),,55.0,61.4,140.1,146.9,1262001.0,1410435.0,0.0,265127.0,904650.0,3574.0,357351.0,0.0,25.29,0.97,False,,Compliant,,98105,47.6621067,-122.2930208,4540 UNION BAY PL NE,21704.0,70,7378.333333333333,0.0,False,False,0,0.0,0.7168377838052427,0.2831622161947574,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.12064135236337878,14.159408725413028,3.2304090606818736
2960,21917,2015,NonResidential,Medical Office,LAKEVIEW MED BLDG,2436201055,4,NORTHEAST,1967,1.0,3.0,38378,0,38378,"('Medical Office', ' Parking')",Medical Office,35066.0,Parking,3312.0,None,0.0,(),85.0,47.4,54.6,99.1,104.3,1662758.0,1915829.0,0.0,242378.0,827027.0,8357.0,835731.0,0.0,50.15,1.21,False,,Compliant,,98105,47.66176782,-122.29255,3216 NE 45TH PL,38378.0,48,9594.5,0.0,False,False,0,0.0,0.4973826618184967,0.5026173381815032,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.09639208424185822,14.465660985095827,3.9150185144079446
2963,21920,2015,NonResidential,Non-Refrigerated Warehouse,BOWMAN BUILDING,2437200015,4,NORTHEAST,1980,1.0,2.0,33576,0,33576,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,33576.0,None,0.0,None,0.0,(),22.0,61.6,75.3,114.9,129.3,2069913.0,2527633.0,0.0,236428.0,806726.0,12632.0,1263187.0,0.0,72.71,2.06,False,,Compliant,,98105,47.66278765,-122.2953235,4625 UNION BAY PL NE,33576.0,35,11192.0,0.0,False,False,0,0.0,0.3897390856523922,0.6102609143476079,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.11188402734194597,14.74279384965948,4.286478926661966
2964,21921,2015,NonResidential,Supermarket/Grocery Store,SAFEWAY STORE # 488,2437200030,4,NORTHEAST,1975,1.0,1.0,33005,0,33005,"('Parking', ' Supermarket/Grocery Store')",Supermarket/Grocery Store,34982.0,Parking,0.0,None,0.0,(),20.0,314.7,331.1,775.6,783.9,11007544.0,11582105.0,0.0,2183920.0,7451844.0,35557.0,3555700.0,0.0,240.79,6.32,False,,Compliant,,98105,47.66208951,-122.2951049,3020 NE 45TH ST,34982.0,40,16502.5,0.0,False,False,0,0.0,0.6769760811312678,0.3230239188687322,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.14224871005790676,16.264971792518523,5.483925184333142
2974,21945,2015,NonResidential,Other,FIRST HILL PLAZA RETAIL BUILDING,2560350000,3,EAST,1981,1.0,1.0,20971,0,20971,"('Bank Branch', ' Medical Office', ' Parking', ' Retail Store')",Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,(),,106.0,106.0,332.7,332.7,2323361.0,2323265.0,0.0,680910.0,2323361.0,0.0,0.0,0.0,16.2,0.3,False,,Compliant,,98104,47.61071585,-122.3225669,1314 MADISON ST,42352.0,34,10485.5,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.15017409540785623,14.658484081871357,2.785011242238338
2984,21955,2016,NonResidential,Small- and Mid-Sized Office,MAGNOLIA CENTER,2225039036,7,MAGNOLIA / QUEEN ANNE,1927,1.0,3.0,23910,0,23910,"('Office', ' Retail Store')",Office,20000.0,Retail Store,3910.0,None,0.0,(),,36.5,38.09999847,97.59999847,98.19999695,873577.0,910117.6875,0.0,198759.5,678167.0,1954.0999760000002,195410.0,0.0,15.11,0.63,False,,Compliant,,98199.0,47.63981,-122.39907,3214 W MCGRAW ST,23910.0,89,5977.5,0.0,False,False,0,0.0,0.7763105026803591,0.22368949731964097,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10729243126158361,13.721329197054104,2.715356776284648
2988,21964,2015,NonResidential,Worship Facility,BALLARD BAPTIST CHURCH,2767601245,6,BALLARD,1910,1.0,2.0,21765,0,21765,"('Worship Facility',)",Worship Facility,21765.0,None,0.0,None,0.0,(),73.0,22.5,28.7,36.7,44.4,490748.0,624062.0,0.0,39849.0,135969.0,3548.0,354779.0,0.0,19.79,0.88,False,,Compliant,,98107,47.67478203,-122.3824943,2004 NW 63RD ST,21765.0,105,7255.0,0.0,False,False,0,0.0,0.27706480719228604,0.7229351928077139,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.12103550083085386,13.344005001390148,2.9851767596144745
3000,22062,2015,Campus,College/University,SEATTLE UNIVERSITY (MAIN CAMPUS),2254500880,3,EAST,1939,39.0,2.0,2200000,0,2200000,"('College/University', ' Parking')",College/University,1719643.0,Parking,318960.0,None,0.0,(),,66.9,76.4,146.1,158.3,115082726.0,131427232.0,0.0,18292370.0,62416157.0,526666.0,52666569.0,0.0,3232.23,1.35,False,,Compliant,,98122,47.60869656,-122.3145944,901 12TH AVE,2038603.0,76,733333.3333333334,0.0,False,False,0,0.0,0.5423590417905116,0.45764095820948836,0.0,(s),e,n,(o),(s)en(o),Electricity,2.8935598825538578,18.693963887595768,8.08092758047533
3005,22078,2015,NonResidential,Worship Facility,IMMACULATE CONCEPTION CHURCH,2254502165,3,CENTRAL,1901,1.0,2.0,26560,0,26560,"('Worship Facility',)",Worship Facility,26560.0,None,0.0,None,0.0,(),1.0,73.1,77.8,121.4,126.4,1941109.0,2066851.0,0.0,166419.0,567846.0,13733.0,1373263.0,0.0,76.89,2.8,True,,Compliant,,98122,47.6096974,-122.3085133,800 18TH AVE,26560.0,114,8853.333333333334,0.0,False,False,0,0.0,0.2925368951460222,0.7074631048539778,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.11658558916895925,14.54153675091809,4.342375829044089
3007,22095,2015,NonResidential,Non-Refrigerated Warehouse,CULBERTSON WAREHOUSE,2264501050,4,LAKE UNION,1957,1.0,2.0,20140,0,20140,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,20140.0,None,0.0,None,0.0,(),24.0,8.2,8.2,25.8,25.8,165479.0,165472.0,0.0,48497.0,165479.0,0.0,0.0,0.0,1.15,0.02,False,,Compliant,,98103,47.65026727,-122.34173,3535 INTERLAKE AVE N,20140.0,58,6713.333333333333,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.12289329961609124,12.016557275195948,0.13976194237515863
3028,22138,2015,NonResidential,Worship Facility,BRIGHTON PRESBYTERIAN CHURCH,2724049059,2,SOUTHEAST,1927,1.0,2.0,22029,0,22029,"('nan',)",Medical Office,23666.333333333332,None,0.0,None,0.0,(),100.0,4.2,4.5,13.1,14.3,92000.0,100020.0,0.0,26963.0,92000.0,0.0,0.0,0.0,0.64,0.01,False,,Compliant,,98118,47.54179702,-122.2703046,6721 51ST AVE S,0.0,88,7343.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.12075325503201283,11.513125444972895,-0.4462871026284195
3029,22139,2016,NonResidential,Retail Store,KING PLAZA 7101,2724049105,2,GREATER DUWAMISH,1992,1.0,2.0,38845,0,38845,"('Parking', ' Retail Store')",Retail Store,38845.0,Parking,6000.0,None,0.0,(),82.0,178.1000061,178.1000061,364.0,364.0,6917279.0,6917280.0,0.0,964398.125,3290526.0,36267.53125,3626753.0,0.0,215.56,5.55,False,,Compliant,,98118.0,47.53846,-122.28305,7101 MARTIN LUTHER KING JR WAY S,44845.0,24,12948.333333333334,0.0,False,False,0,0.0,0.4756965853191696,0.5243034146808304,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.10922631820913214,15.749533186740297,5.373239293065296
3031,22142,2016,NonResidential,Supermarket / Grocery Store,SAFEWAY 0219 - OTHELLO ST,2724049127,2,GREATER DUWAMISH,1953,1.0,1.0,26092,0,26092,"('Parking', ' Supermarket/Grocery Store')",Supermarket/Grocery Store,25946.0,Parking,0.0,None,0.0,(),40.0,293.7000122,311.10000610000003,711.5,729.7999877999999,7619445.0,8071987.5,0.0,1466880.0,5004995.0,26144.5,2614450.0,0.0,173.75,6.66,False,,Compliant,,98118.0,47.53747,-122.28308,3900 S OTHELLO ST,25946.0,63,13046.0,0.0,False,False,0,0.0,0.6568713338044962,0.34312866619550375,0.0,(s),e,n,(o),(s)en(o),Electricity,0.1461315273986472,15.90391029245145,5.157617484444901
3033,22149,2016,SPS-District K-12,K-12 School,JOHN ROGERS ELEMENTARY,2726049114,5,NORTH,1955,1.0,1.0,38582,0,38582,"('K-12 School',)",K-12 School,40374.0,None,0.0,None,0.0,(),85.0,45.79999924,50.90000153,85.80000305,93.09999847,1848879.0,2054157.0,0.0,213797.4063,729477.0,11194.0166,1119402.0,0.0,64.54,1.67,True,,Error - Correct Default Data,,98125.0,47.70743,-122.28463,4030 N.E. 109TH ST.,40374.0,61,19291.0,0.0,False,False,0,0.0,0.39455096845169424,0.6054490315483058,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.13991045679741004,14.535376102771547,4.167285186623816
3038,22163,2016,NonResidential,Small- and Mid-Sized Office,THE CHAPMAN BLDG,2738100380,2,GREATER DUWAMISH,1967,1.0,1.0,25500,0,25500,"('Office',)",Office,25500.0,None,0.0,None,0.0,(),98.0,47.59999847,56.09999847,66.30000305,75.19999695,1213870.0,1430417.125,0.0,58249.60156,198748.0,10151.219729999999,1015122.0,0.0,55.3,2.17,False,,Compliant,,98108.0,47.55045,-122.32749,5811 6TH AVE S,25500.0,49,12750.0,0.0,False,False,0,0.0,0.16373087727680888,0.8362691227231911,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.14653570653271492,14.173476655505336,4.012772908528289
3039,22165,2015,NonResidential,Non-Refrigerated Warehouse,MICHIGAN STREET BUILDINGS,2738100500,2,GREATER DUWAMISH,1961,1.0,1.0,41895,0,41895,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,37524.0,Office,2596.0,None,0.0,(),,35.2,40.0,87.2,92.2,1413033.0,1605305.0,0.0,282498.0,963922.0,4491.0,449111.0,0.0,30.57,0.63,False,,Compliant,,98108,47.54780017,-122.3230797,790 S MICHIGAN ST,40120.0,54,20947.5,0.0,False,False,0,0.0,0.6821652431330337,0.31783475686696633,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.13874830159149248,14.288824327645269,3.420019135902743
3042,22166,2016,NonResidential,Retail Store,GEORGETOWN CENTER BLDG A,2738100610,2,GREATER DUWAMISH,1958,1.0,2.0,56193,0,56193,"('Retail Store',)",Retail Store,56193.0,None,0.0,None,0.0,(),,44.5,45.90000153,115.8000031,117.40000149999999,2497942.0,2580058.5,0.0,544827.1875,1858950.0,6389.919922,638992.0,0.0,46.9,0.83,False,,Compliant,,98108.0,47.54912,-122.32184,800 S MICHIGAN ST.,56193.0,58,18731.0,0.0,False,False,0,0.0,0.7441926193642606,0.2558073806357393,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10330075574637244,14.763322631059344,3.8480176754522337
3050,22223,2015,NonResidential,K-12 School,ST. ALPHONSUS SCHOOL,2767900390,6,BALLARD,1922,1.0,3.0,35448,0,35448,"('K-12 School',)",K-12 School,35448.0,None,0.0,None,0.0,(),93.0,46.8,62.9,65.1,83.5,1657212.0,2230728.0,0.0,79616.0,271660.0,13856.0,1385552.0,0.0,75.48,2.1,False,,Compliant,,98107,47.67054427,-122.3745471,5800 15TH AVE NW,35448.0,93,8862.0,0.0,False,False,0,0.0,0.1639259189530368,0.8360740810469632,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.09804627832066432,14.617838547559783,4.32386772050035
3053,22230,2016,NonResidential,Supermarket / Grocery Store,BALLARD MARKET (ID22230),2768100235,6,BALLARD,1966,1.0,1.0,29214,0,29214,"('Supermarket/Grocery Store',)",Supermarket/Grocery Store,29214.0,None,0.0,None,0.0,(),8.0,319.60000610000003,327.2000122,781.0999756,782.7999877999999,9336239.0,9558542.0,0.0,1825111.625,6227281.0,31089.57813,3108958.0,0.0,208.53,7.14,False,,Compliant,,98107.0,47.66986,-122.37418000000001,1400 NW 56TH ST,29214.0,50,14607.0,0.0,False,False,0,0.0,0.6670010268588883,0.33299897314111176,0.0,(s),e,n,(o),(s)en(o),Electricity,0.14420741356086866,16.07294576293643,5.3400829157805045
3058,22240,2016,NonResidential,Supermarket / Grocery Store,SAFEWAY 1477 - MARKET ST,2768300240,6,BALLARD,2000,1.0,1.0,89103,43035,46068,"('Parking', ' Supermarket/Grocery Store')",Supermarket/Grocery Store,47034.0,Parking,0.0,None,0.0,(),34.0,298.2999878,307.7000122,660.2000122000001,665.5999756,14029479.0,14473242.0,0.0,2288399.75,7808020.0,62214.59375,6221459.0,0.0,384.85,4.32,False,,Compliant,,98107.0,47.668279999999996,-122.37428,1423 NW MARKET ST,47034.0,16,23034.0,0.4829803710312784,False,False,0,0.0,0.5565438317417204,0.4434561682582796,0.0,(s),e,n,(o),(s)en(o),Electricity,0.13006196686298632,16.487812123270388,5.9528536479803265
3060,22252,2016,NonResidential,Other,1415 NW 52ND,2768300955,6,BALLARD,1961,1.0,1.0,32000,0,32000,"('Office', ' Other - Recreation')",Other - Recreation,29880.0,Office,4700.0,None,0.0,(),,38.5,44.20000076,73.59999847,80.90000153,1331122.0,1527101.375,0.0,160794.5938,548631.0,7824.910156,782491.0,0.0,45.38,1.42,False,,Compliant,,98125.0,47.66621,-122.37501999999999,1415 NW 52ND ST,34580.0,55,16000.0,0.0,False,False,0,0.0,0.4121568120728228,0.5878431879271773,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.1427338877127949,14.238881970340318,3.8150714793516958
3062,22259,2016,NonResidential,Mixed Use Property,BUILDING C,2768301991,6,BALLARD,1910,1.0,2.0,31140,0,31140,"('Non-Refrigerated Warehouse', ' Other', ' Retail Store')",Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,(),,30.0,35.70000076,47.29999924,53.70000076,935580.0,1111093.0,0.0,68761.20313,234613.0,7009.669434,700967.0,0.0,38.86,1.25,False,,Compliant,,98107.0,47.66389,-122.37307,1148 NW LEARY WAY,31140.0,106,10380.0,0.0,False,False,0,0.0,0.2507674383804699,0.7492325616195301,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.11333507022652117,13.920854773489253,3.659965443949294
3064,22261,2015,NonResidential,Non-Refrigerated Warehouse,RUDD COMPANY,2768301991,6,BALLARD,1975,1.0,3.0,41478,0,41478,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,31932.0,Office,9546.0,None,0.0,(),2.0,78.0,86.4,172.8,181.7,3234946.0,3585677.0,0.0,528941.0,1804822.0,14301.0,1430124.0,0.0,88.54,1.95,False,,Compliant,,98107,47.66431539,-122.3730423,1141 NW 50TH ST,41478.0,40,10369.5,0.0,False,False,0,0.0,0.5579141042848937,0.4420858957151062,0.0,(s),e,n,(o),(s)en(o),Electricity,0.09483642422621848,15.092457856586261,4.483454427303995
3067,22264,2015,NonResidential,Non-Refrigerated Warehouse,RUDD COMPANY,2768302361,6,BALLARD,1980,1.0,1.0,39840,0,39840,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,39840.0,None,0.0,None,0.0,(),2.0,20.8,22.3,65.3,70.1,827972.0,889124.0,0.0,242655.0,827972.0,0.0,0.0,0.0,5.77,0.06,False,,Compliant,,98107,47.66440226,-122.3724793,1118 NW LEARY WAY,39840.0,35,19920.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.1394521211743679,13.697991987333932,1.7526720805200082
3083,22312,2016,Nonresidential COS,Other,THE SEATTLE PUBLIC LIBRARY - BALLARD BRANCH,2767700235,6,BALLARD,2004,1.0,1.0,30576,15576,15000,"('Library', ' Other - Services')",Library,15000.0,Other - Services,3100.0,None,0.0,(),,84.69999695,90.69999695,196.3000031,202.6999969,1533246.0,1642173.75,0.0,272578.4063,930038.0,6032.07959,603208.0,0.0,38.52,1.26,False,,Compliant,,98107.0,47.66984,-122.3842,5614 22ND AVE. N.W.,18100.0,12,7500.0,0.5094191522762951,False,False,0,0.0,0.6065810704870582,0.39341892951294183,0.0,(s),e,n,(o),(s)en(o),Electricity,0.14346188351524242,14.311531379474339,3.651177586929925
3088,22327,2016,NonResidential,Other,BALLARD MASONIC CENTER,2767700935,6,BALLARD,1924,1.0,2.0,21528,0,21528,"('Social/Meeting Hall',)",Social/Meeting Hall,21528.0,None,0.0,None,0.0,(),,14.30000019,15.30000019,35.29999924,36.5,306911.0,330300.5,0.0,61522.30078,209914.0,969.9699707000001,96997.0,0.0,6.61,0.31,False,,Compliant,,98107.0,47.66894,-122.38242,2006 NW MARKET STREET,21528.0,92,7176.0,0.0,False,False,0,0.0,0.683957238417652,0.31604276158234795,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.12129329053906263,12.707758125153092,1.888583653863595
